XIST	EIF1AY	KDM5D	UTY	DDX3Y	RPS4Y1	sex
26822	3	16	17	12	24	female
27444	2	4	0	6	7	female
21356	4	26	2	38	28	female
19482	0	2	0	0	5	female
20102	2	13	3	16	42	female
23199	9	15	3	19	20	female
5573	10	6	4	10	18	female
24590	4	3	2	8	13	female
12538	15	33	5	11	30	female
16	1277	2621	978	1051	8418	male
13	926	1360	1040	3085	25785	male
8	1380	5050	999	5592	8806	male
3249	921	5277	1463	5524	10442	male
8	993	3071	827	7139	13794	male
17	1668	6680	1244	6593	11195	male
14	856	2823	1428	2456	9027	male
21	2093	7909	1473	7748	13282	male
38	1668	6868	1698	16716	14270	male
13	3269	18956	3471	11795	21880	male
15	945	4795	1543	4668	10394	male
8	1139	3158	1198	2456	5672	male
13	1141	5609	1504	5320	14768	male
7	1276	2167	653	3222	14804	male
5	781	4862	2637	5465	12401	male
268	1292	2609	996	9560	4920	male
25	718	5293	2336	5391	14998	male
18	1476	4358	1436	5166	21171	male
43	4413	3592	1059	3120	11918	male
126	1435	4979	1780	5541	12198	male
7	272	1431	234	451	3620	male
18	814	1529	750	3506	27816	male
16	720	3371	665	3911	5092	male
12	1004	8160	1776	11217	9101	male
12	572	1101	318	1042	3285	male
4	1440	2771	762	2776	9128	male
10	1238	2147	480	2679	10669	male
12	1299	2513	562	2564	10324	male
12	1332	2214	494	2927	11342	male
177	949	6525	1797	5793	6597	male
30	2706	2742	1059	2268	5936	male
7	1011	5031	1628	6828	10029	male
22	521	4721	1772	3961	12460	male
26	1071	5396	1934	6175	14080	male
11	1064	5454	838	6221	11838	male
13	1148	5130	1314	6396	14652	male
63	1054	6142	1416	7334	8190	male
16	558	5115	1457	6558	4054	male
20	551	2566	591	2615	3917	male
12	3471	2709	2321	13896	12925	male
0	706	5861	1385	2746	8722	male
6	1601	1245	520	2903	23262	male
6	1872	8094	1745	5682	10189	male
13	565	3856	789	1810	10459	male
19	1346	4692	731	6132	7335	male
3	1460	3259	1481	3472	12982	male
31	1773	7474	819	6269	9583	male
23	596	3211	726	3220	8940	male
28	1362	5577	765	5518	14820	male
6	1769	4657	976	3418	11661	male
6	1413	11947	1960	6403	16696	male
18	1769	5866	920	7184	9296	male
8	4381	3044	755	2334	8282	male
14	1876	2941	606	2366	7224	male
29	2363	4647	1073	7101	11203	male
30	1476	6841	1616	5643	13112	male
22	1574	1381	420	6049	5684	male
35	948	4013	1096	4019	11473	male
4	2135	4696	962	6366	16783	male
16	1130	8082	1620	6137	14787	male
26	1220	2496	628	3001	22795	male
519	1650	3746	1286	9661	5518	male
23	1225	683	590	4118	4495	male
27	918	2007	613	4898	9682	male
31	760	3186	1644	5808	12164	male
36	1345	4704	1421	4942	15607	male
5	2588	3236	842	9765	10528	male
104	0	5	2	8	2	female
3319	4	8	2	4	10	female
2798	2	5	2	6	10	female
16025	4	21	6	36	30	female
1800	2	6	0	6	5	female
2068	2	4	0	5	23	female
1677	0	4	2	0	18	female
4367	0	5	1	2	7	female
2964	2	4	0	0	10	female
15060	0	7	6	17	33	female
18203	3	23	5	22	25	female
14889	2	18	0	8	27	female
38655	0	6	0	15	22	female
33853	3	14	4	17	17	female
18059	4	11	1	18	12	female
16312	0	7	0	7	13	female
9388	10	14	0	16	44	female
13926	5	5	3	13	21	female
3572	0	8	0	9	16	female
7	975	2713	1874	2693	7173	male
15	1060	2382	1359	4851	35736	male
18	1444	1868	802	3353	5475	male
67	929	1621	787	2345	3729	male
13	1264	1241	474	3060	6722	male
3	923	5525	1799	7125	7864	male
2	1050	4062	1894	5513	7773	male
92	780	3659	1973	7203	7845	male
29	1093	3501	1248	6167	7790	male
23	3545	2312	830	3194	6661	male
46	1486	2830	727	3267	7093	male
47	904	5865	905	5210	5767	male
44	888	3052	1333	3301	9930	male
11	883	1215	752	11302	7093	male
20	1194	1799	733	6552	8531	male
29	1168	6693	2147	8757	9989	male
88	1512	8557	1330	9328	9189	male
14	822	3810	1943	4437	12107	male
263	837	3012	810	7985	3492	male
48	1518	7887	1260	8007	10730	male
63	1043	4011	1967	6752	8741	male
40	2763	5356	1061	6295	6748	male
27	1285	3023	1247	7187	8993	male
8	1088	4782	2863	7405	9390	male
5	1206	4533	1473	7663	7954	male
20	2405	4833	1818	6080	7844	male
2759	0	2	0	7	4	female
1947	6	2	9	10	7	female
3105	6	26	10	29	38	female
2030	4	18	1	21	21	female
2406	2	7	0	6	5	female
6909	0	8	2	1	12	female
15501	0	7	6	5	20	female
12298	3	9	2	19	24	female
0	831	1411	799	1793	5655	male
0	1085	1873	913	3882	34164	male
8	1801	2400	1199	3178	5005	male
33	1016	5240	2096	8633	11838	male
52	848	3797	2500	4492	13270	male
39	3076	2953	1706	5122	8021	male
89	1008	4247	1782	5825	10713	male
20	1662	6013	1566	11891	10752	male
17	793	5008	1540	6086	8698	male
17	948	4119	2201	7490	7793	male
36	1615	5575	1319	6931	12885	male
17	5027	2759	899	4943	7192	male
37	1707	4734	1411	7565	11508	male
68	1187	8749	1238	6422	7326	male
45	771	7181	1077	5149	6078	male
22	1239	4120	2532	5808	13515	male
9272	2	1	2	0	14	female
775	0	4	0	4	7	female
4365	1	5	6	11	20	female
36050	0	6	2	6	5	female
17056	4	6	6	12	36	female
10551	2	3	0	5	15	female
20977	4	18	0	21	18	female
19226	2	5	8	9	25	female
16454	0	4	3	11	4	female
19863	12	37	2	54	49	female
46268	2	5	0	13	21	female
13020	0	10	2	10	15	female
15412	2	8	0	13	20	female
17876	2	12	4	10	15	female
22744	2	10	2	21	8	female
32725	5	21	6	52	30	female
17149	3	17	5	21	30	female
7935	4	18	2	10	19	female
9633	4	6	0	9	7	female
24838	0	7	0	8	9	female
22	832	5827	1643	6261	11684	male
11	905	1844	1021	5014	27581	male
8	502	1938	390	1681	3659	male
14	449	4466	909	5537	4849	male
8	673	3188	747	3020	3012	male
10	837	2133	503	1985	3986	male
12	446	949	300	1099	2459	male
9	744	1338	545	1893	3748	male
14	577	1109	359	1397	3617	male
15	450	902	253	1276	2320	male
7	1141	2861	713	2621	4272	male
24	821	5854	1735	18627	5354	male
29	815	2881	769	2642	5583	male
26	1145	4433	1688	6435	18402	male
43	517	2865	1778	2841	10077	male
234	1159	2200	436	13790	3497	male
53	1346	5003	1694	8065	9791	male
32	783	3098	1834	4456	10700	male
34	4981	3712	1445	2917	10356	male
19	1847	5727	962	7617	8651	male
107	1238	8301	2108	7848	10833	male
15	1555	6217	2354	9874	26157	male
5	1253	2101	861	4996	26276	male
2	563	910	379	2113	2906	male
26	959	1145	447	2294	3999	male
9	638	576	292	1668	1872	male
17	1156	989	738	2544	3473	male
62	2742	4080	926	6749	9833	male
47	1171	3301	1089	8989	10163	male
58	882	2679	2096	10283	20219	male
13	1992	1592	779	3328	6162	male
35	818	3101	1418	7575	20517	male
16	1250	6248	2793	17625	15744	male
34	1238	4168	1179	10066	17688	male
31	1258	4976	697	8138	12713	male
34	1522	6374	1130	8815	15543	male
37	1253	5092	1090	10726	15271	male
42	1324	6923	1143	10793	15079	male
30	754	4520	1042	7333	15750	male
616	2227	4585	2379	13805	7459	male
39	666	2164	1174	6944	10153	male
48	638	2145	759	3624	2946	male
16	1387	2841	823	5984	5007	male
4461	2	7	1	15	27	female
12293	2	4	0	9	10	female
12076	3	12	2	15	12	female
43432	4	10	0	9	46	female
2891	4	7	6	10	27	female
6612	0	10	0	16	18	female
14172	4	1	2	12	8	female
12561	60	236	45	158	284	female
12456	3	5	0	16	10	female
14992	1	4	2	2	11	female
22835	8	11	3	21	17	female
32721	1	5	0	18	12	female
6714	4	4	0	12	14	female
15495	0	6	4	12	18	female
13157	2	11	2	12	16	female
7051	4	8	4	7	34	female
17592	2	17	3	16	38	female
10110	4	8	0	9	8	female
412	4	23	3	30	32	female
5932	4	0	0	7	10	female
2601	2	2	0	2	4	female
10790	0	6	0	0	10	female
3536	6	10	4	10	23	female
5612	8	12	3	22	39	female
1261	4	8	1	17	15	female
1359	0	7	2	0	10	female
4259	2	0	2	0	6	female
12603	8	8	3	10	25	female
17075	3	16	4	10	20	female
25007	2	4	5	20	21	female
10135	2	12	8	18	28	female
24493	6	9	4	20	25	female
18399	2	9	2	16	33	female
24011	8	11	9	27	32	female
26226	0	2	1	28	14	female
19666	2	10	4	9	25	female
10193	2	15	1	18	29	female
21634	4	5	0	15	18	female
26758	9	8	4	1	14	female
32454	5	14	4	18	29	female
4350	0	10	0	8	15	female
12889	2	14	5	16	23	female
15893	2	10	6	17	22	female
14779	10	16	1	22	43	female
19602	0	11	5	5	22	female
1629	0	6	0	0	6	female
413	0	10	2	9	14	female
9368	2	0	2	9	15	female
17552	6	43	14	40	61	female
16728	1	16	4	10	19	female
23950	3	4	4	13	18	female
22428	2	12	5	19	11	female
37088	2	4	3	16	20	female
12127	0	9	0	9	20	female
47556	2	17	6	22	40	female
34562	6	0	4	9	17	female
8880	0	8	0	15	18	female
23460	4	14	5	39	17	female
9627	2	7	3	18	9	female
11860	2	3	2	4	6	female
13894	2	5	3	6	25	female
9878	6	18	9	24	14	female
7	2239	549	174	446	1292	male
15	1222	2534	868	4788	23009	male
2	488	288	204	720	3221	male
43	575	2647	1476	4356	9132	male
27	1690	5285	1014	6685	11133	male
13	608	2307	1136	2608	7934	male
24	2878	3999	1724	3002	9133	male
34	863	5107	1554	6268	9973	male
41	1099	4104	1845	6104	9992	male
321	868	6309	1952	6256	7150	male
9	1561	6037	2281	9975	8300	male
10	1758	2493	987	4895	23460	male
4	833	3304	936	6209	7912	male
5	1179	1395	432	2047	3523	male
13	1535	2591	960	2482	4762	male
36	768	5117	1697	5791	7878	male
19	7503	2367	509	1792	6010	male
27	2961	3246	629	2582	5008	male
23	954	4990	1156	5715	11125	male
23	979	4457	1804	4527	9712	male
25	1426	6245	1551	6539	12112	male
28	1192	5196	1481	4424	9931	male
84	1418	9621	1545	7387	11041	male
256	1121	7900	2012	5384	10572	male
19	2161	5449	995	6943	9625	male
29	2828	2372	958	2035	6861	male
20	1118	4999	1376	6371	10769	male
26	1577	9050	2170	6998	20992	male
21	473	1694	415	1557	5057	male
15	959	4840	2112	4811	12440	male
248	1217	2473	754	10426	3783	male
40	720	7656	1864	7714	7181	male
17	477	3042	580	2185	3153	male
34	1751	4521	1373	4689	5574	male
7892	0	2	2	0	4	female
3005	1	8	3	14	34	female
1877	7	37	4	44	74	female
2325	8	8	0	14	27	female
1801	40	27	10	28	60	female
43260	4	20	4	22	35	female
35023	0	14	4	6	8	female
28281	2	18	0	8	25	female
6226	2	3	4	8	31	female
10099	2	6	4	22	21	female
6108	6	15	1	8	24	female
52057	7	11	2	14	19	female
28704	0	21	2	20	34	female
12114	7	2	5	15	9	female
21447	13	25	2	24	53	female
13533	11	8	5	25	36	female
41328	7	6	6	10	31	female
28961	22	22	5	26	32	female
14969	0	13	9	40	23	female
33324	2	16	0	19	37	female
3814	0	9	0	10	12	female
1918	0	0	0	10	10	female
5245	0	3	0	2	6	female
21719	0	18	3	19	26	female
13300	2	6	2	13	33	female
9787	6	7	2	16	28	female
15878	7	17	2	20	29	female
8879	6	6	2	15	28	female
38053	6	9	0	16	15	female
11569	5	10	6	15	26	female
12332	6	27	1	24	62	female
17709	4	7	2	23	19	female
7948	9	5	3	9	16	female
14598	6	20	6	18	49	female
11238	8	10	2	12	36	female
25338	14	15	5	31	46	female
11017	3	13	4	10	24	female
15638	4	20	2	6	20	female
15694	0	13	4	6	24	female
23784	3	8	3	11	24	female
4651	3	3	3	12	24	female
7655	3	10	4	19	31	female
15950	1	3	4	13	19	female
34140	4	19	2	22	28	female
46016	10	17	4	28	52	female
26	462	4324	950	2985	12029	male
13	1661	2790	987	6769	40382	male
17	654	1896	407	2474	3563	male
9	812	4412	858	6215	5942	male
6	2241	3273	748	3460	5425	male
13	631	3128	1267	2759	11967	male
5	1100	4708	1341	4881	10543	male
1	3380	2306	610	1831	7013	male
76	695	7239	1379	4778	7198	male
40	1801	3760	459	4230	6518	male
94	639	3496	1508	3903	11493	male
25	520	5458	1122	6970	4972	male
10	801	4086	668	3587	5557	male
4	3325	10324	2358	11781	11460	male
7	5808	4793	2298	12060	13038	male
2	1016	2600	889	2783	6835	male
101	1416	2166	787	4729	20645	male
8	536	1955	696	2156	2131	male
53	1173	6342	2158	5503	14231	male
25	586	2212	863	2703	5677	male
388	1763	3854	1213	12065	5963	male
52	1028	6870	2217	9417	9411	male
30	1464	5430	875	5175	25269	male
26	2957	2454	471	3168	4117	male
24	4036	2508	489	2408	4803	male
26	1188	5968	1217	8741	9957	male
24	1036	7164	1791	8531	6454	male
47	1748	10158	1329	9901	12492	male
24	2060	7808	831	6116	14958	male
150	1044	3990	1520	4979	9383	male
34	1328	6579	1407	6866	13453	male
36	1061	5430	2160	5590	13287	male
10	4354	4884	2275	3719	12048	male
170	997	4563	1806	4501	7027	male
64	1951	7831	1325	9619	11945	male
28	1436	5650	1607	7027	5672	male
21	3879	5408	1130	3354	8623	male
17	1078	3440	1650	7687	29758	male
11	437	778	301	1018	2808	male
19	705	3142	1810	4826	11759	male
52	1620	4186	1584	8084	17605	male
190	1252	5804	1903	5989	12457	male
23	1623	6441	1518	8023	11770	male
21	2918	3254	1389	2982	10197	male
61	911	4080	2117	6201	11317	male
17	1035	9362	3328	13608	12663	male
20	3043	2699	662	3029	4724	male
63	1797	6133	1718	8037	7541	male
26	1162	3822	2526	11328	10771	male
32	1286	6457	1806	6144	17601	male
24	1868	6397	1773	7487	7491	male
10	5695	3411	2252	11843	11679	male
5	506	2541	1590	2744	5225	male
26	1659	2109	974	5223	24931	male
26	1207	4706	2609	9644	16362	male
186	1312	3593	1489	11933	5246	male
91	1313	6530	2087	6943	15753	male
23	1115	4698	1177	4938	9927	male
34	1588	5818	1543	6581	13057	male
23	1970	4813	1036	4112	13278	male
21	731	1910	459	1933	7355	male
19	1386	2750	1444	4375	8089	male
31	956	4635	1621	5091	11137	male
25	8689	2032	709	2592	8343	male
23	3880	2943	1164	2850	11801	male
22	1233	3620	1467	2899	10710	male
39	1847	6598	1334	7461	13760	male
49	1455	8906	1126	6213	13639	male
30	617	2187	745	2090	7434	male
27	1232	3048	1238	4934	17056	male
24	1461	6019	1421	6179	14219	male
27	1846	4157	1104	6222	11958	male
19	1008	4048	2299	7014	14360	male
38	1853	3826	1911	7582	16345	male
127	991	4484	1969	5945	9318	male
27	1401	3388	804	5374	9392	male
14	2327	2166	1224	3969	9923	male
21	2325	4745	2206	7036	7146	male
2385	0	0	2	2	4	female
470	0	4	4	3	6	female
12474	18	30	10	28	71	female
16991	5	24	11	17	46	female
27588	0	6	1	4	11	female
2928	4	16	0	10	19	female
1843	4	10	6	16	18	female
20813	12	22	9	25	24	female
793	0	11	0	18	32	female
32978	2	12	8	12	21	female
41701	2	19	6	17	60	female
8814	4	6	0	21	7	female
9400	5	5	4	10	35	female
17311	4	10	2	19	22	female
8760	4	14	5	16	32	female
7068	4	10	0	5	30	female
26312	6	3	2	14	9	female
47	5259	4965	2881	11539	11802	male
43	764	3344	1148	1729	5152	male
29	1767	1814	794	4203	20299	male
13	5344	1957	497	2112	4480	male
32	3605	3104	517	2576	9778	male
36	1053	6736	1662	6442	11838	male
19	1858	9317	1813	8003	15360	male
26	2811	9490	1552	8012	17424	male
18	865	3605	832	5598	10633	male
16	816	3900	921	5136	11118	male
39	1541	6106	1661	8214	10591	male
30	513	2933	594	1874	9061	male
13	1287	7241	2194	8006	10725	male
708	2365	4683	1785	9249	7148	male
9	1580	6632	1056	9044	13108	male
7	1111	5445	1018	5754	9170	male
68	784	3632	1457	3019	8219	male
20	1081	6298	1206	3437	12123	male
51	1404	5310	1278	6573	13657	male
27	1744	17321	2420	10088	12513	male
75	1707	6773	1280	8504	12434	male
13	1357	4301	1229	3298	9402	male
75	1059	4054	1969	3908	10278	male
24	2058	2458	987	2619	7840	male
75	940	6009	1512	5348	11469	male
23	1780	8217	1545	10056	13359	male
2	3618	5301	1837	6187	9751	male
12	1336	2166	1058	1286	4821	male
341	2807	2448	893	7132	27753	male
13	2002	11624	1898	9838	16176	male
114	2672	9918	1522	9579	14954	male
39	1657	6078	1158	10425	14412	male
17	969	5331	1101	3366	9023	male
15	1223	3764	1155	10328	14940	male
58	2222	8278	1621	8371	13283	male
44	1001	4148	1867	3528	10234	male
42	1266	7872	2218	5743	15106	male
359	1506	4032	1228	10851	5324	male
73	657	4510	1749	4765	12245	male
76	3328	9904	3050	11687	47627	male
32	620	5573	2018	4572	9925	male
103	1140	7904	2076	5005	10314	male
41	2853	2258	872	2881	7490	male
37	2880	4181	1183	7206	16467	male
29	1430	6474	1489	3742	13163	male
6	1296	2832	1484	6434	43118	male
31	1414	5552	1365	7449	15177	male
19	741	4467	2409	4553	10272	male
33	1463	6778	1968	8173	13161	male
5	1628	10592	1768	10171	15054	male
35	1594	6332	1311	7228	13104	male
12	3686	3564	1843	3142	7996	male
15	1118	4471	2136	4824	7858	male
77	1234	7107	1197	6648	9014	male
114	1136	7691	1593	6193	10569	male
8	1045	2344	706	3287	6635	male
10	1016	6262	1739	13035	14863	male
20	855	3622	1936	3937	13327	male
82	1700	13453	1675	9096	13055	male
12	1281	8608	1623	8658	9893	male
26	1825	2544	1100	4990	25038	male
7	1171	3079	610	3336	8157	male
8	920	2598	361	2458	6173	male
11	430	1441	278	1565	2968	male
10	1265	1129	483	2406	8339	male
19	655	925	247	1403	5170	male
16	1928	3963	691	4156	11618	male
11	1121	4281	1692	8629	10567	male
16	959	4926	1227	7980	8990	male
21	654	4672	1723	6763	10541	male
78	1775	3143	1871	4306	12792	male
34	766	4515	961	4506	8551	male
41	2076	3863	507	4027	5093	male
25	1040	6054	1405	5057	12241	male
38	1070	7561	1500	8001	14242	male
16	456	2581	476	2017	3378	male
0	1043	11243	2001	8261	17441	male
13	1195	3730	1422	4920	22188	male
3	638	1824	346	2296	4630	male
11	733	3148	981	7113	5602	male
16	1191	3761	600	3501	10908	male
30	779	2531	565	2476	7107	male
14	843	2119	557	1924	6759	male
7	608	2642	569	2314	4596	male
37	1046	3780	879	3746	5469	male
35	1068	5735	2609	5530	12332	male
17	1099	6616	1750	7975	11097	male
11	2598	2088	928	1716	5110	male
13	1302	6010	926	6765	6126	male
23	799	6086	1343	7527	10500	male
54	2212	10696	1796	11165	15445	male
29	4338	3476	755	2822	5574	male
27	6272	3205	548	3001	6712	male
30	1400	8651	1894	8023	17976	male
19	931	5036	2134	4775	9786	male
7	667	5330	1555	7876	5036	male
32	482	3051	539	2501	4073	male
16	1698	7736	1813	7570	7641	male
6342	0	9	7	9	20	female
22862	0	2	0	7	8	female
1626	2	4	1	5	8	female
1737	0	4	2	9	11	female
447	2	9	3	10	12	female
1027	0	8	4	2	15	female
2402	0	8	2	2	11	female
4782	16	31	4	33	46	female
9919	0	4	0	1	10	female
4767	2	0	0	4	4	female
4598	2	8	1	5	16	female
12304	0	2	4	14	15	female
25163	0	3	6	15	22	female
9022	3	9	5	23	51	female
9219	2	13	5	11	23	female
12239	0	2	10	4	17	female
13496	0	10	0	8	16	female
44310	2	27	4	24	25	female
34516	9	21	6	21	29	female
13151	8	15	5	11	44	female
12079	0	8	1	7	11	female
16997	12	30	7	49	70	female
5022	4	15	2	23	31	female
6329	0	8	0	14	12	female
21923	6	12	4	11	21	female
9849	7	21	5	12	21	female
17637	1	6	2	12	15	female
28506	2	11	6	6	18	female
5189	2	11	0	6	10	female
9493	5	10	8	12	21	female
16966	3	11	11	24	38	female
36354	3	5	10	10	29	female
48719	12	20	2	16	27	female
29014	2	6	2	8	11	female
25330	2	4	0	9	14	female
6298	0	11	2	10	14	female
28856	6	21	2	16	26	female
8	1397	3489	678	4051	9025	male
25	2108	3175	1084	6865	27727	male
2	865	4456	780	4562	5204	male
3	810	9284	2045	10875	7088	male
28	699	1906	534	1933	3528	male
18	770	2168	609	1728	5007	male
1	199	501	149	581	1398	male
14	692	3540	1765	3501	10770	male
12	969	7335	1793	10969	9954	male
23	5738	3951	972	3368	7592	male
20	1466	6208	1328	5789	13355	male
21	1623	10284	1793	7866	21635	male
8	500	5196	1227	6191	5109	male
17	2353	7768	2903	7747	14053	male
3	856	2642	741	2692	6157	male
19	1241	3803	1674	6391	35633	male
2	652	3354	579	2901	3808	male
21	572	4983	1036	8226	5125	male
14	787	2332	547	2168	3481	male
13	1011	1943	409	2213	4559	male
9	746	1703	471	2050	4294	male
49	696	2131	572	2009	3809	male
45	764	2556	674	2562	3688	male
14	905	1875	484	1901	7537	male
9	816	2297	453	1945	5433	male
199	1670	8141	2694	7529	15564	male
18	3946	3084	898	2408	13071	male
18	1738	6324	2186	10365	20054	male
2	779	4153	1596	5984	11790	male
6	2041	3842	829	6036	8670	male
11	635	2986	682	2489	3974	male
716	2	8	4	13	11	female
21537	15	75	39	80	194	female
25162	4	1	2	7	24	female
9727	4	4	0	20	23	female
5481	2	2	1	21	32	female
5024	6	16	5	16	14	female
8276	1	9	4	2	14	female
7151	0	13	4	13	32	female
6594	7	33	2	20	24	female
2475	4	7	1	14	27	female
10897	4	14	4	18	33	female
33119	4	14	2	17	21	female
2092	2	9	0	12	19	female
44331	3	15	6	16	33	female
16317	4	9	8	18	23	female
26865	9	14	6	7	29	female
13426	2	3	2	7	10	female
1619	2	8	0	10	13	female
5307	0	6	4	6	14	female
1080	0	5	2	1	4	female
10	764	4411	2046	7328	4309	male
6	962	2239	1500	4546	34729	male
18	582	2312	454	3469	3556	male
11	500	3553	614	7434	5029	male
25	841	1088	383	2299	4495	male
19	864	799	281	1810	4104	male
9	981	546	315	1686	5077	male
6	926	1307	361	2335	5787	male
6	1341	2598	702	3534	12955	male
8	1044	3262	727	3770	4515	male
20	1240	3850	1539	13104	6187	male
28	1255	5814	1132	10349	14371	male
196	1017	2019	669	11001	3859	male
32	749	2774	1390	4923	11909	male
33	3187	3440	1521	2916	8872	male
16	1764	6283	1418	9035	10702	male
26	1792	6394	1524	13190	10572	male
16	559	2726	564	3768	3523	male
14	344	3356	762	6993	3601	male
9	861	1342	446	1617	5112	male
7	1698	3328	1076	8372	29426	male
2	968	9682	2134	13900	12772	male
26	561	1673	496	1942	5542	male
7	470	2094	430	1733	5885	male
20	2064	1828	272	1744	4954	male
28	1007	5570	1884	7520	12084	male
21	1165	4116	1340	8233	17800	male
254	1389	3924	1282	10909	5817	male
14140	18	40	9	56	55	female
1731	2	10	2	11	12	female
29401	4	2	0	5	10	female
15311	2	17	2	14	9	female
11664	6	10	2	18	5	female
25862	5	17	1	11	15	female
2503	6	4	0	4	18	female
11674	10	14	4	16	28	female
2321	7	4	4	4	10	female
14920	2	6	0	8	7	female
5435	2	4	2	6	8	female
31983	2	21	2	20	30	female
16440	1	12	0	8	12	female
13542	0	7	0	1	17	female
15149	6	20	12	6	26	female
7841	2	5	0	6	7	female
10531	0	7	0	13	22	female
314	0	4	0	13	19	female
31297	0	2	0	0	9	female
8598	0	8	4	4	12	female
10208	10	31	12	66	73	female
12966	0	7	3	12	23	female
16019	8	25	4	14	38	female
11388	4	7	9	15	14	female
9639	2	11	2	8	16	female
10859	0	9	4	8	24	female
16085	2	10	2	7	28	female
41696	5	13	1	15	23	female
12727	3	15	2	15	28	female
12636	0	12	2	7	17	female
22616	0	4	1	8	25	female
11344	3	19	3	18	19	female
22766	4	12	0	14	29	female
51208	5	6	0	5	15	female
13624	0	21	8	12	25	female
8604	1	11	2	20	33	female
9952	2	13	3	16	12	female
11242	0	11	0	14	25	female
25046	2	9	0	21	25	female
9348	5	10	0	4	28	female
12	5577	10513	4277	21524	12799	male
6	334	1572	787	844	3770	male
11	2439	2375	838	6503	24484	male
24	899	1743	634	2608	4889	male
130	1868	13271	1516	8808	13154	male
29	817	6078	1136	3516	10783	male
24	1015	8123	1799	6808	8640	male
26	2926	9160	1974	9809	20102	male
21	1566	9631	1660	7765	12874	male
36	1545	5301	1335	8711	11991	male
43	1318	8379	873	6530	8323	male
13	1456	9344	985	8843	10458	male
31	1137	3403	1207	3389	9894	male
46	1724	9823	1505	10163	13307	male
81	1409	10744	1054	8577	11106	male
29	1277	5196	2348	7393	15253	male
